final,ret_pct,mdd_pct,trades,reached,reach_date,reach_days,ticker,entry,exit,name
4436586.257940828,343.6586257940828,-16.807325949367105,2,True,2025-05-30,302,419530,2|Breakout&Momentum,SL10+<SMA20,SAMG엔터
4436586.257940828,343.6586257940828,-16.807325949367105,2,True,2025-05-30,302,419530,2|Boll_breakout&Momentum,SL10+<SMA20,SAMG엔터
4398019.169486937,339.8019169486937,-23.640441503553735,3,True,2025-05-30,302,419530,1|Boll_breakout,SL10+<SMA20,SAMG엔터
4398019.169486937,339.8019169486937,-23.640441503553735,3,True,2025-05-30,302,419530,2|MA_cross&Breakout,SL10+<SMA20,SAMG엔터
4398019.169486937,339.8019169486937,-23.640441503553735,3,True,2025-05-30,302,419530,2|MA_cross&Boll_breakout,SL10+<SMA20,SAMG엔터
4398019.169486937,339.8019169486937,-23.640441503553735,3,True,2025-05-30,302,419530,2|Breakout&Boll_breakout,SL10+<SMA20,SAMG엔터
4191914.9894523085,319.1914989452308,-16.807325949367094,13,True,2025-05-30,302,419530,1|Momentum,TP15+SL6+HOLD15,SAMG엔터
4006795.8066504556,300.67958066504553,-24.22194856051742,14,True,2025-05-30,302,419530,1|Momentum,TP15+SL6+HOLD15,SAMG엔터
3934695.128073232,293.46951280732316,-16.210352112676063,11,True,2025-05-30,302,123330,1|Breakout,TP20+SL8,제닉
4509186.406761195,350.9186406761194,-11.104441339581463,9,True,2025-06-02,305,419530,1|Breakout,TP20+SL8,SAMG엔터
4431538.486978719,343.1538486978719,-17.14212954414128,4,True,2025-06-02,305,419530,1|Momentum,TR12,SAMG엔터
4109577.1227175435,310.95771227175436,-17.142129544141277,2,True,2025-06-02,305,419530,1|Momentum,SL10+<SMA20,SAMG엔터
3796744.616170642,279.6744616170642,-24.22194856051742,5,True,2025-06-02,305,419530,1|Momentum,SL10+<SMA20,SAMG엔터
3751787.9982699244,275.1787998269924,-24.221948560517422,4,True,2025-06-02,305,419530,1|Momentum,SL10+<SMA20,SAMG엔터
4376290.577089686,337.6290577089686,-11.104441339581479,9,True,2025-06-04,307,419530,1|Breakout,TP20+SL8,SAMG엔터
4376290.577089686,337.6290577089686,-11.104441339581479,9,True,2025-06-04,307,419530,2|Breakout&Momentum,TP20+SL8,SAMG엔터
3667050.952826053,266.70509528260527,-37.37756291060495,8,True,2025-06-04,307,419530,1|Breakout,TP30+SL10,SAMG엔터
3627171.4014137513,262.7171401413751,-22.98216944754989,3,True,2025-06-04,307,419530,2|MA_cross&Breakout,TR12,SAMG엔터
3627171.4014137513,262.7171401413751,-22.98216944754989,3,True,2025-06-04,307,419530,2|MA_cross&Boll_breakout,TR12,SAMG엔터
3475446.9321705387,247.5446932170539,-13.32868100127495,3,True,2025-06-04,307,419530,2|Boll_breakout&Momentum,TR12,SAMG엔터
3474935.29577775,247.493529577775,-22.98216944754989,4,True,2025-06-04,307,419530,1|Boll_breakout,TR12,SAMG엔터
3474935.29577775,247.493529577775,-22.98216944754989,4,True,2025-06-04,307,419530,2|Breakout&Boll_breakout,TR12,SAMG엔터
3715425.7939758217,271.5425793975822,-17.419754086032825,8,True,2025-06-05,308,053580,1|RSI_dip,TR12,웹케시
4579365.796764379,357.93657967643793,-23.40966921119592,5,True,2025-06-09,312,304100,1|MA_cross,TP30+SL10,솔트룩스
3528615.8564411863,252.86158564411863,-28.225806451612907,6,True,2025-06-09,312,000155,1|Breakout,TP30+SL10,두산우
