combo,exit,IS_med,OOS_med,IS_mean,OOS_mean,OOS_winrate,avg_trades,n
MA_cross|fast=10/slow=120,TP20+SL8,0.0,0.0,2.0903862667981166,6.2886082522386255,49.72826086956522,1.627717391304348,368
MA_cross|fast=10/slow=120,TP30+SL10,0.0,0.09359340256518411,3.0401818465603636,8.094717827360531,50.0,1.4103260869565217,368
MA_cross|fast=5/slow=120,SL10+<SMA20,0.0,0.0,1.92156887393784,6.586977496036606,42.391304347826086,2.516304347826087,368
MA_cross|fast=5/slow=120,TP15+SL6+HOLD15,0.0,0.0,0.7122721222487138,3.216616198550293,48.641304347826086,2.448369565217391,368
MA_cross|fast=5/slow=120,TP20+SL8,0.0,6.258218126943493,2.0938797192213254,6.933297116302417,55.97826086956522,1.9646739130434783,368
MA_cross|fast=5/slow=120,TP30+SL10,0.0,4.900834491933237,3.333445812681246,9.29287001760506,54.61956521739131,1.638586956521739,368
MA_cross|fast=5/slow=120,TR12,0.0,0.672555250866802,2.0892079287878396,9.78759246425145,51.902173913043484,2.0706521739130435,368
MA_cross|fast=5/slow=120,SL10+TR8,0.0,0.0,1.4525179182015124,6.757393756139929,49.45652173913043,2.3831521739130435,368
MA_cross|fast=10/slow=120,TR12,0.0,0.0,1.9912880723863546,7.30883445332422,44.565217391304344,1.6766304347826086,368
MA_cross|fast=10/slow=120,SL10+TR8,0.0,0.0,1.556269705746094,5.702074656206468,42.391304347826086,1.8668478260869565,368
MA_cross|fast=10/slow=120,SL10+<SMA20,0.0,0.0,1.4737129754487155,5.90371747370837,40.48913043478261,1.9429347826086956,368
MA_cross|fast=10/slow=120,TP15+SL6+HOLD15,0.0,0.0,1.4688405182412323,2.56502062479671,42.66304347826087,1.9266304347826086,368
RSI_dip|rsi_n=14/rsi_buy=30/trend=120,SL10+<SMA20,0.0,0.0,-0.5185292685478959,-1.0320901627664747,25.543478260869566,5.25,368
RSI_dip|rsi_n=14/rsi_buy=30/trend=120,TP15+SL6+HOLD15,0.0,0.0,0.26791243043746693,0.11317785081894627,26.358695652173914,1.638586956521739,368
RSI_dip|rsi_n=14/rsi_buy=35/trend=60,TP20+SL8,0.0,-0.11488511488511044,-0.36240238914322376,0.5862888443650238,29.6195652173913,1.8940217391304348,368
RSI_dip|rsi_n=14/rsi_buy=35/trend=60,TP30+SL10,0.0,-0.11488511488511044,-0.5139042770824109,2.3729930496660945,30.978260869565215,1.608695652173913,368
RSI_dip|rsi_n=14/rsi_buy=35/trend=60,TR12,0.0,-2.900497052797435,-0.3087430691443238,1.293089770689626,24.728260869565215,2.0842391304347827,368
RSI_dip|rsi_n=14/rsi_buy=35/trend=60,SL10+TR8,0.0,-0.1199435824889239,-0.4548039088007161,1.292978366063835,27.717391304347828,2.75,368
RSI_dip|rsi_n=14/rsi_buy=35/trend=60,SL10+<SMA20,0.0,-0.11613940138270884,-0.8008490142521141,-1.2278032667943584,26.358695652173914,7.293478260869565,368
RSI_dip|rsi_n=14/rsi_buy=35/trend=60,TP15+SL6+HOLD15,0.0,0.0,-0.45034942296919844,0.8000137870593393,32.065217391304344,2.3043478260869565,368
